property_id,id,displayPrice,deedDate,newBuild,tenure,percentageChange
3711617|37|APARTMENT 18,54362769LR,"£191,000",11/11/2004,TRUE,Leasehold,
"3614179|ASIA HOUSE, 82|505",15302608LR,"£200,000",4/29/2022,FALSE,Leasehold,69
"3614179|ASIA HOUSE, 82|505",54380853LR,"£118,000",10/31/2003,TRUE,Leasehold,
1527389|48|FLAT 34,15913051LR,"£220,000",4/29/2022,FALSE,Leasehold,26
1527389|48|FLAT 34,54381921LR,"£175,000",4/22/2016,FALSE,Leasehold,46
1527389|48|FLAT 34,54381795LR,"£120,000",8/31/2004,TRUE,Leasehold,
504280|VELVET COURT|APARTMENT 20,15913057LR,"£220,000",4/29/2022,FALSE,Leasehold,
"4294546|OXYGEN TOWER, 50|FLAT C701",16532299LR,"£370,252",4/29/2022,FALSE,Leasehold,
"4788336|LINTER BUILDING, 44|FLAT 101",19234306LR,"£290,000",5/3/2022,TRUE,Leasehold,
"4765599|CARDING BUILDING, 42|FLAT 609",22005403LR,"£375,000",5/3/2022,TRUE,Leasehold,
"1138713|LINCOLN PLACE, 7|APARTMENT 23",16532356LR,"£220,000",5/3/2022,FALSE,Leasehold,28
"1138713|LINCOLN PLACE, 7|APARTMENT 23",54377940LR,"£172,000",1/12/2007,FALSE,Leasehold,26
"1138713|LINCOLN PLACE, 7|APARTMENT 23",54377922LR,"£136,000",3/2/2006,FALSE,Leasehold,18
"1138713|LINCOLN PLACE, 7|APARTMENT 23",54377853LR,"£115,000",6/26/2001,FALSE,Leasehold,28
"1138713|LINCOLN PLACE, 7|APARTMENT 23",54377781LR,"£89,500",5/3/1996,TRUE,Leasehold,
1138741|2|FLAT 22,15302617LR,"£310,000",5/4/2022,FALSE,Leasehold,-3
1138741|2|FLAT 22,6439873LR,"£320,000",12/12/2017,TRUE,Leasehold,
"4692516|CRUSADER MILL, 70|FLAT 21",20419381LR,"£250,000",5/5/2022,TRUE,Leasehold,
"4692516|CRUSADER MILL, 70|FLAT 102",20419387LR,"£315,000",5/6/2022,TRUE,Leasehold,
"4692516|CRUSADER MILL, 70|FLAT 24",20419384LR,"£215,000",5/6/2022,TRUE,Leasehold,
"4291873|OXYGEN TOWER, 50|FLAT A2705",16532215LR,"£394,721",5/6/2022,FALSE,Leasehold,
"1744365|PICCADILLY LOFTS, 70|APARTMENT 19",16225390LR,"£235,000",5/13/2022,FALSE,Leasehold,59
"1744365|PICCADILLY LOFTS, 70|APARTMENT 19",54367902LR,"£148,000",5/27/2011,FALSE,Leasehold,-5
"1744365|PICCADILLY LOFTS, 70|APARTMENT 19",54367725LR,"£156,500",7/16/2003,TRUE,Leasehold,
"1810464|CHORLTON MILL, 3|316",15605293LR,"£225,000",5/13/2022,FALSE,Leasehold,-10
"1810464|CHORLTON MILL, 3|316",54375075LR,"£251,000",10/9/2015,FALSE,Leasehold,38
"1810464|CHORLTON MILL, 3|316",54374988LR,"£182,500",11/14/2007,FALSE,Leasehold,18
"1810464|CHORLTON MILL, 3|316",54374802LR,"£154,650",8/1/2002,FALSE,Leasehold,
"4692516|CRUSADER MILL, 70|FLAT 211",18558064LR,"£318,448",5/17/2022,TRUE,Leasehold,
"4774815|CRUSADER MILL, 70|FLAT 507",22537246LR,"£470,000",5/17/2022,TRUE,Leasehold,
"4692516|CRUSADER MILL, 70|FLAT 206",20419390LR,"£325,000",5/18/2022,TRUE,Leasehold,
"4692516|CRUSADER MILL, 70|FLAT 10",20419393LR,"£299,000",5/19/2022,TRUE,Leasehold,
1418973|692|,56278907LR,"£139,000",7/29/2019,FALSE,Freehold,
989666|40|,56278895LR,"£115,000",8/1/2019,FALSE,Freehold,13
989666|40|,25547514LR,"£102,000",1/7/2005,FALSE,Freehold,
1637238|20|,56278904LR,"£185,000",8/2/2019,FALSE,Freehold,68
1637238|20|,25548408LR,"£110,000",10/3/2008,FALSE,Freehold,
34246|1|,56278889LR,"£142,000",8/9/2019,FALSE,Freehold,11
34246|1|,25545699LR,"£127,500",9/29/2006,FALSE,Freehold,147
34246|1|,25545630LR,"£51,600",9/27/1996,TRUE,Freehold,
34324|87|,10396948LR,"£128,000",8/9/2019,FALSE,Freehold,16
34324|87|,25552323LR,"£110,000",5/27/2011,FALSE,Freehold,19
34324|87|,25552272LR,"£92,500",4/25/2003,FALSE,Freehold,
34322|107|,56278913LR,"£80,000",8/21/2019,FALSE,Freehold,10
34322|107|,25551975LR,"£73,000",3/27/2007,FALSE,Freehold,-9
34322|107|,25551954LR,"£80,000",7/5/2005,FALSE,Freehold,14
34322|107|,25551927LR,"£70,000",11/19/2003,FALSE,Freehold,11
34322|107|,25551909LR,"£63,000",9/13/2002,FALSE,Freehold,85
34322|107|,25551885LR,"£34,000",8/28/1998,FALSE,Freehold,
989625|206|,10671052LR,"£110,000",8/23/2019,FALSE,Freehold,10
989625|206|,25543668LR,"£100,000",9/2/2008,FALSE,Freehold,456
989625|206|,25543605LR,"£18,000",1/14/1998,FALSE,Freehold,29
989625|206|,25543602LR,"£14,000",12/4/1997,FALSE,Freehold,
34287|181|,10396933LR,"£137,000",8/30/2019,FALSE,Freehold,
1418971|222|,90293121LR,"£161,000",8/30/2019,FALSE,Freehold,13
1418971|222|,25549899LR,"£142,500",4/23/2010,FALSE,Freehold,-2
1418971|222|,25549896LR,"£145,300",7/3/2008,FALSE,Freehold,277
1418971|222|,25549857LR,"£38,500",9/22/1995,FALSE,Freehold,
34273|37|,10396921LR,"£90,500",8/30/2019,FALSE,Freehold,-5
34273|37|,25547640LR,"£95,000",10/8/2004,FALSE,Freehold,151
34273|37|,25547583LR,"£37,900",10/20/1998,FALSE,Freehold,279
34273|37|,25547574LR,"£10,000",10/10/1997,FALSE,Freehold,
989695|89|,10396954LR,"£230,000",8/30/2019,FALSE,Freehold,
34366|28|,10396957LR,"£228,000",8/30/2019,FALSE,Freehold,
34241|169|,10396915LR,"£142,000",8/30/2019,FALSE,Freehold,23
34241|169|,25545150LR,"£115,000",4/27/2007,FALSE,Freehold,92
34241|169|,25545138LR,"£59,950",12/12/2001,FALSE,Freehold,
34271|18|,10396918LR,"£125,000",8/30/2019,FALSE,Leasehold,24
34271|18|,25547367LR,"£100,500",8/7/2015,FALSE,Leasehold,70
34271|18|,25547343LR,"£59,000",2/16/2005,FALSE,Leasehold,
1299222|17|,10396909LR,"£120,000",9/6/2019,FALSE,Freehold,281
1299222|17|,25543104LR,"£31,500",3/15/1996,FALSE,Freehold,
1671448|31|,10396942LR,"£135,000",9/11/2019,FALSE,Freehold,
1418967|16|,10671067LR,"£150,000",9/16/2019,FALSE,Freehold,22
1418967|16|,89750166LR,"£123,000",4/7/2017,FALSE,Freehold,35
1418967|16|,25547208LR,"£91,000",1/16/2009,FALSE,Freehold,75
1418967|16|,25547169LR,"£52,000",2/4/2000,TRUE,Freehold,
34290|466|,10396936LR,"£135,000",9/16/2019,FALSE,Freehold,13
34290|466|,25549728LR,"£119,500",8/20/2007,FALSE,Freehold,
989666|24|,10671070LR,"£130,000",9/17/2019,FALSE,Freehold,46
989666|24|,25547550LR,"£89,000",11/7/2013,FALSE,Freehold,
34280|388|,10396927LR,"£135,000",9/18/2019,FALSE,Freehold,23
34280|388|,9393874LR,"£110,000",3/29/2019,FALSE,Freehold,349
34280|388|,25548621LR,"£24,500",9/30/1998,FALSE,Freehold,
1418977|114|,10396951LR,"£145,000",9/19/2019,FALSE,Freehold,
34276|153|,10396924LR,"£159,000",9/25/2019,FALSE,Freehold,
34286|120|,10396930LR,"£131,000",9/25/2019,FALSE,Freehold,20
34286|120|,25549221LR,"£109,000",10/20/2006,FALSE,Freehold,23
34286|120|,25549188LR,"£88,500",8/29/2003,FALSE,Freehold,18
34286|120|,25549182LR,"£75,000",11/21/2002,FALSE,Freehold,
34297|658|,10671076LR,"£124,000",9/25/2019,FALSE,Freehold,
1299221|54|,10671046LR,"£150,000",9/27/2019,FALSE,Freehold,30
1299221|54|,25542741LR,"£115,100",4/25/2008,FALSE,Freehold,
1295630||117,21668989ROS,"£85,000",1/22/2024,FALSE,,372
1295630||117,17754872ROS,"£18,000",10/20/2004,FALSE,,
978440||62 FLAT 1,21668914ROS,"£37,500",1/22/2024,FALSE,,
299||59,21668977ROS,"£117,500",1/22/2024,FALSE,,
367||67,21668995ROS,"£185,000",1/24/2024,FALSE,,
98||468 FLAT 3,21668920ROS,"£133,000",1/25/2024,FALSE,,-22
98||468 FLAT 3,20137420ROS,"£170,000",5/1/2017,FALSE,,
218|4E|,21668965ROS,"£144,500",1/25/2024,FALSE,,
1411109||55,21668947ROS,"£99,000",1/25/2024,FALSE,,-38
1411109||55,20236892ROS,"£158,600",6/4/2008,FALSE,,
1295615||254,21668941ROS,"£75,000",1/29/2024,FALSE,,-24
1295615||254,20522938ROS,"£98,500",12/21/2018,FALSE,,-33
1295615||254,20027941ROS,"£147,189",3/4/2016,FALSE,,28
1295615||254,21070415ROS,"£115,000",8/8/2013,FALSE,,0
1295615||254,85530ROS,"£115,000",8/31/2011,FALSE,,92
1295615||254,17747174ROS,"£60,000",10/13/2004,FALSE,,46
1295615||254,17747177ROS,"£41,000",6/18/2003,FALSE,,0
1295615||254,17747192ROS,"£41,000",12/4/2001,FALSE,,
182||84,21668950ROS,"£100,000",1/30/2024,FALSE,,-21
182||84,20862338ROS,"£127,000",4/5/2012,FALSE,,-12
182||84,35196ROS,"£145,000",2/20/2007,FALSE,,53
182||84,19172525ROS,"£95,000",7/6/2005,FALSE,,27
182||84,17747897ROS,"£75,000",3/7/2003,FALSE,,
212||8,21686947ROS,"£110,000",2/1/2024,FALSE,,-30
212||8,21668528ROS,"£158,000",1/15/2018,FALSE,,9
212||8,20832908ROS,"£145,000",2/20/2012,FALSE,,176
212||8,17749586ROS,"£52,500",3/1/2002,FALSE,,
11||6 FLAT F,21686911ROS,"£32,500",2/5/2024,FALSE,,20
11||6 FLAT F,17744843ROS,"£27,000",9/30/2002,FALSE,,
236||52,21686965ROS,"£63,000",2/6/2024,FALSE,,-10
236||52,21334501ROS,"£70,000",10/17/2022,FALSE,,-18
236||52,21640436ROS,"£85,000",12/19/2017,FALSE,,31
236||52,21610412ROS,"£65,000",10/24/2017,FALSE,,0
236||52,21581933ROS,"£65,000",9/18/2017,FALSE,,-48
236||52,20919299ROS,"£125,000",9/19/2012,FALSE,,19
236||52,20385034ROS,"£105,313",1/25/2007,FALSE,,17
236||52,20385037ROS,"£90,000",1/4/2007,FALSE,,91
236||52,17751155ROS,"£47,000",3/24/2003,FALSE,,
180||45,21686935ROS,"£105,000",2/7/2024,FALSE,,-15
180||45,19141154ROS,"£123,000",5/11/2005,FALSE,,
978515||43 FLAT C,21686953ROS,"£62,000",2/7/2024,FALSE,,
104|MELVILLE COURT|75 FLAT N,21686917ROS,"£84,690",2/7/2024,FALSE,,-20
104|MELVILLE COURT|75 FLAT N,19601516ROS,"£105,333",8/7/2006,FALSE,,31
104|MELVILLE COURT|75 FLAT N,17746085ROS,"£80,580",5/6/2003,FALSE,,
978535||74,21686971ROS,"£135,500",2/9/2024,FALSE,,
978503||408,21686941ROS,"£500,000",2/12/2024,FALSE,,-16
978503||408,20627759ROS,"£595,000",8/2/2010,FALSE,,-4
978503||408,19885553ROS,"£620,000",8/27/2007,FALSE,,
189||8 FLAT B,21686938ROS,"£62,500",2/13/2024,FALSE,,
1288910||44,21686980ROS,"£145,000",2/13/2024,FALSE,,
236|UP RIGHT|54 FLAT 1,21686959ROS,"£54,626",2/16/2024,FALSE,,
297||34,21686974ROS,"£74,000",2/16/2024,FALSE,,
1411115||536,21686944ROS,"£62,500",2/19/2024,FALSE,,14
1411115||536,21220462ROS,"£55,000",6/28/2022,FALSE,,-52
1411115||536,19871968ROS,"£115,000",8/4/2015,FALSE,,-8
1411115||536,21049430ROS,"£125,000",6/12/2013,FALSE,,10
1411115||536,20705816ROS,"£113,500",1/11/2011,FALSE,,-8
1411115||536,20090132ROS,"£123,000",1/31/2008,FALSE,,14
1411115||536,20054081ROS,"£108,000",12/11/2007,FALSE,,66
1411115||536,19329158ROS,"£65,000",11/28/2005,FALSE,,30
1411115||536,19329161ROS,"£50,000",11/25/2005,FALSE,,-15
1411115||536,17749466ROS,"£59,000",4/18/2005,FALSE,,4
1411115||536,17749439ROS,"£57,000",5/18/2004,FALSE,,70
1411115||536,17749460ROS,"£33,500",11/17/2003,FALSE,,-20
1411115||536,17749454ROS,"£42,000",5/28/2002,FALSE,,
978517|25E|,21686956ROS,"£75,000",2/19/2024,FALSE,,-12
978517|25E|,19565999ROS,"£84,750",7/31/2006,FALSE,,
266||3,21686968ROS,"£99,000",2/19/2024,FALSE,,-14
266||3,20880695ROS,"£115,000",6/4/2012,FALSE,,
978509||15,21686950ROS,"£123,182",2/19/2024,FALSE,,23
978509||15,770715ROS,"£100,000",1/31/2022,FALSE,,-23
978509||15,677703ROS,"£130,000",12/17/2020,FALSE,,-10
978509||15,641697ROS,"£145,000",10/5/2020,FALSE,,-27
978509||15,21370466ROS,"£197,533",11/11/2014,FALSE,,13
978509||15,20898680ROS,"£175,175",8/6/2012,FALSE,,39
978509||15,20429435ROS,"£126,000",5/26/2009,FALSE,,-13
978509||15,19601675ROS,"£145,000",8/8/2006,FALSE,,61
978509||15,17749640ROS,"£90,000",4/29/2003,FALSE,,
1040721|117|,21358948LR,"£550,000",7/29/2024,FALSE,Freehold,92
1040721|117|,35753934LR,"£287,000",1/7/2005,FALSE,Freehold,
184080|127|,21358720LR,"£500,000",7/29/2024,FALSE,Freehold,
1642074|112|,21621142LR,"£750,000",7/29/2024,FALSE,Freehold,
184206|44|,21908212LR,"£370,000",7/29/2024,FALSE,Freehold,9
184206|44|,9909982LR,"£340,000",5/24/2019,FALSE,Freehold,36
184206|44|,35695509LR,"£250,000",7/30/2014,FALSE,Freehold,12
184206|44|,35695479LR,"£224,000",3/7/2008,FALSE,Freehold,60
184206|44|,35695428LR,"£140,000",3/31/2003,FALSE,Freehold,
184347|27|,21621127LR,"£516,000",7/30/2024,FALSE,Freehold,71
184347|27|,35711280LR,"£302,000",12/14/2007,FALSE,Freehold,
184476|41|,21908377LR,"£408,000",7/30/2024,FALSE,Freehold,2
184476|41|,11788021LR,"£400,000",2/3/2021,FALSE,Freehold,75
184476|41|,35730204LR,"£228,000",6/21/2007,FALSE,Freehold,93
184476|41|,35730120LR,"£118,000",5/4/2000,FALSE,Freehold,
1040621|575|,21908350LR,"£440,000",7/31/2024,FALSE,Freehold,40
1040621|575|,35724003LR,"£315,000",11/3/2014,FALSE,Freehold,385
1040621|575|,35723943LR,"£65,000",12/11/1997,FALSE,Freehold,
184026|24|,21358693LR,"£380,000",7/31/2024,FALSE,Freehold,
184114|12|,21621034LR,"£290,000",7/31/2024,FALSE,Freehold,
1677752|257|,21358975LR,"£450,000",7/31/2024,FALSE,Freehold,17
1677752|257|,56323079LR,"£385,000",7/25/2019,FALSE,Freehold,526
1677752|257|,35758857LR,"£61,500",2/28/1997,FALSE,Freehold,
"1040601|ALDEN COURT, 1|FLAT 46",21358825LR,"£93,950",7/31/2024,FALSE,Leasehold,-29
"1040601|ALDEN COURT, 1|FLAT 46",14237161LR,"£132,000",11/23/2021,FALSE,Leasehold,2
"1040601|ALDEN COURT, 1|FLAT 46",4224247LR,"£130,000",5/27/2016,FALSE,Leasehold,
183820|92|,21620911LR,"£225,000",7/31/2024,FALSE,Leasehold,-13
183820|92|,35647017LR,"£260,000",2/12/2016,FALSE,Leasehold,55
183820|92|,35646978LR,"£168,000",5/9/2008,FALSE,Leasehold,24
183820|92|,35646900LR,"£136,000",10/23/2002,FALSE,Leasehold,43
183820|92|,35646888LR,"£95,000",3/22/2002,FALSE,Leasehold,58
183820|92|,35646723LR,"£59,950",5/7/1996,TRUE,Leasehold,
"3855117|CITY HOUSE, 420|FLAT 115",21358657LR,"£175,000",7/31/2024,FALSE,Leasehold,46
"3855117|CITY HOUSE, 420|FLAT 115",35661141LR,"£120,000",10/30/2009,TRUE,Leasehold,
"4254466|IKON HOUSE, 2|FLAT 26",21358702LR,"£241,000",7/31/2024,FALSE,Leasehold,-17
"4254466|IKON HOUSE, 2|FLAT 26",90973974LR,"£290,000",12/20/2019,TRUE,Leasehold,
183992|13|BASEMENT FLAT AT,21358678LR,"£230,000",7/31/2024,FALSE,Leasehold,70
183992|13|BASEMENT FLAT AT,35668110LR,"£135,000",9/27/2006,FALSE,Leasehold,
184531|26|,22452973LR,"£490,000",8/1/2024,FALSE,Freehold,11
184531|26|,87856095LR,"£442,500",7/8/2016,FALSE,Freehold,77
184531|26|,35738799LR,"£250,000",9/14/2006,FALSE,Freehold,
184209|17|,21358759LR,"£375,000",8/1/2024,FALSE,Freehold,88
184209|17|,35695995LR,"£200,000",7/12/2011,FALSE,Freehold,
1453653|43|,21621130LR,"£545,000",8/1/2024,FALSE,Leasehold,179
1453653|43|,35712381LR,"£195,000",6/18/1999,FALSE,Leasehold,81
1453653|43|,35712357LR,"£108,000",6/15/1995,FALSE,Leasehold,
1453677|38|,94252605LR,"£385,397",8/1/2024,FALSE,Freehold,559
1453677|38|,35730603LR,"£58,500",5/19/1995,FALSE,Freehold,
184368|208|,22219597LR,"£505,000",8/2/2024,FALSE,Freehold,
1040823|121|,21359035LR,"£357,000",8/2/2024,FALSE,Freehold,93
1040823|121|,35778909LR,"£185,000",8/29/2003,FALSE,Freehold,152
1040823|121|,35778873LR,"£73,500",3/31/1995,FALSE,Freehold,
184381|32|,21621145LR,"£615,000",8/2/2024,FALSE,Freehold,7
184381|32|,6100063LR,"£575,000",2/21/2018,FALSE,Freehold,39
184381|32|,35715558LR,"£415,000",10/25/2013,FALSE,Freehold,21
184381|32|,35715540LR,"£342,500",3/26/2010,FALSE,Freehold,18
184381|32|,35715507LR,"£290,000",10/30/2003,FALSE,Freehold,
184852|20|,21359005LR,"£395,000",8/2/2024,FALSE,Leasehold,8
184852|20|,11573986LR,"£365,000",9/10/2020,FALSE,Leasehold,36
184852|20|,35770533LR,"£267,500",4/19/2013,FALSE,Leasehold,19
184852|20|,35770455LR,"£225,000",10/22/2003,FALSE,Leasehold,
1040528|24A|,22452793LR,"£585,000",8/2/2024,FALSE,Freehold,199
1040528|24A|,35699736LR,"£195,500",9/23/2009,FALSE,Freehold,
184030|5|,22452673LR,"£350,000",8/2/2024,FALSE,Freehold,259
184030|5|,35674056LR,"£97,500",3/23/2000,FALSE,Freehold,
"4794692|BRUNEL HOUSE, 23|APARTMENT 6",19114603LR,"£300,000",6/9/2022,TRUE,Leasehold,
865347|ST. JAMES COURT|9,16041880LR,"£850,000",6/10/2022,FALSE,Freehold,36
865347|ST. JAMES COURT|9,80435775LR,"£625,000",7/17/2015,TRUE,Freehold,
4190918|LAKE COURT|24,15726958LR,"£263,000",6/10/2022,FALSE,Leasehold,14
4190918|LAKE COURT|24,9088438LR,"£229,995",12/19/2018,FALSE,Leasehold,31
4190918|LAKE COURT|24,80429064LR,"£176,000",5/16/2011,TRUE,Leasehold,
4190918|LAKE COURT|38,15726961LR,"£238,000",6/15/2022,FALSE,Leasehold,31
4190918|LAKE COURT|38,80428995LR,"£182,000",3/18/2011,TRUE,Leasehold,
865340|64|,15726979LR,"£295,000",6/20/2022,FALSE,Freehold,74
865340|64|,80435472LR,"£170,000",2/22/2013,FALSE,Freehold,107
865340|64|,80435433LR,"£82,000",10/30/2000,FALSE,Freehold,29
865340|64|,80435418LR,"£63,500",7/24/1998,FALSE,Freehold,
1251970|12|,15726991LR,"£375,000",6/20/2022,FALSE,Freehold,103
1251970|12|,80436738LR,"£185,000",4/21/2006,FALSE,Freehold,7
1251970|12|,80436729LR,"£173,000",9/24/2004,FALSE,Freehold,12
1251970|12|,80436723LR,"£155,000",2/28/2003,FALSE,Freehold,90
1251970|12|,80436705LR,"£81,500",10/19/1999,FALSE,Freehold,55
1251970|12|,80436687LR,"£52,500",9/30/1996,FALSE,Freehold,
"865168|CLARENCE HOUSE, 1|APARTMENT 4",15726913LR,"£265,000",6/23/2022,FALSE,Leasehold,56
"865168|CLARENCE HOUSE, 1|APARTMENT 4",80416332LR,"£169,950",10/27/2014,TRUE,Leasehold,
1397867|MOUNTFIELD COURT|15,17228686LR,"£215,000",6/24/2022,FALSE,Leasehold,30
1397867|MOUNTFIELD COURT|15,80420181LR,"£165,000",1/31/2015,FALSE,Leasehold,43
1397867|MOUNTFIELD COURT|15,80420160LR,"£115,000",7/1/2011,FALSE,Leasehold,-22
1397867|MOUNTFIELD COURT|15,80420130LR,"£147,500",7/9/2007,FALSE,Leasehold,159
1397867|MOUNTFIELD COURT|15,80420079LR,"£57,000",7/3/1998,FALSE,Leasehold,37
1397867|MOUNTFIELD COURT|15,80420049LR,"£41,500",7/7/1995,FALSE,Leasehold,
865283|253|GROUND FLOOR FLAT,20023549LR,"£290,000",6/28/2022,FALSE,Leasehold,
865289|37B|,15726952LR,"£436,000",6/29/2022,FALSE,Freehold,26
865289|37B|,80428788LR,"£345,000",6/22/2015,FALSE,Freehold,23
865289|37B|,80428764LR,"£280,000",7/12/2013,TRUE,Freehold,
"4794692|BRUNEL HOUSE, 23|APARTMENT 5",20517955LR,"£405,000",6/29/2022,TRUE,Leasehold,
"4793624|STEPHENSON HOUSE, 35|APARTMENT 9",19114600LR,"£289,000",6/30/2022,TRUE,Leasehold,
1610298|74A|UPPER FLAT A,15726910LR,"£188,500",6/30/2022,FALSE,Leasehold,51
1610298|74A|UPPER FLAT A,80415894LR,"£125,000",12/1/2010,FALSE,Leasehold,2
1610298|74A|UPPER FLAT A,80415876LR,"£122,000",10/1/2007,FALSE,Leasehold,33
1610298|74A|UPPER FLAT A,80415843LR,"£92,000",8/4/2000,FALSE,Leasehold,
1251957|55|,15726964LR,"£328,146",6/30/2022,FALSE,Freehold,14
1251957|55|,55085228LR,"£289,000",9/1/2017,FALSE,Freehold,17
1251957|55|,80430360LR,"£246,238",10/3/2014,FALSE,Freehold,132
1251957|55|,80430297LR,"£106,000",3/25/2002,FALSE,Freehold,98
1251957|55|,80430258LR,"£53,500",7/19/1996,FALSE,Freehold,
865358|14|,16041886LR,"£267,500",6/30/2022,FALSE,Freehold,55
865358|14|,80437095LR,"£172,100",5/26/2011,FALSE,Freehold,-12
865358|14|,80437074LR,"£195,500",3/17/2008,FALSE,Freehold,30
865358|14|,80437041LR,"£150,000",11/14/2003,FALSE,Freehold,69
865358|14|,80437005LR,"£89,000",2/28/2000,FALSE,Freehold,109
865358|14|,80436987LR,"£42,500",6/30/1995,FALSE,Freehold,
1660775|COLEMAN COURT|FLAT 1,16041805LR,"£300,000",7/1/2022,FALSE,Leasehold,15
1660775|COLEMAN COURT|FLAT 1,80423895LR,"£260,000",12/18/2015,FALSE,Leasehold,4
1660775|COLEMAN COURT|FLAT 1,80423886LR,"£250,000",7/18/2014,FALSE,Leasehold,
"1706793|FLAT A, 30|",22918240LR,"£195,000",7/1/2022,FALSE,Leasehold,
3923189|NORFOLK HEIGHTS|17,15726916LR,"£1,125,000",7/1/2022,FALSE,Leasehold,47
3923189|NORFOLK HEIGHTS|17,80416551LR,"£765,000",6/27/2012,FALSE,Leasehold,-5
3923189|NORFOLK HEIGHTS|17,80416542LR,"£805,000",11/22/2006,FALSE,Leasehold,24
3923189|NORFOLK HEIGHTS|17,80416521LR,"£650,000",4/12/2006,TRUE,Leasehold,
865333|15|,15726973LR,"£447,500",7/4/2022,FALSE,Freehold,66
865333|15|,10632274LR,"£270,000",4/12/2019,FALSE,Freehold,
865361|5|,15726997LR,"£2,530,000",7/6/2022,FALSE,Freehold,35
865361|5|,80437476LR,"£1,875,000",8/7/2013,FALSE,Freehold,92
865361|5|,80437446LR,"£975,000",9/27/2002,FALSE,Freehold,
4190918|LAKE COURT|22,16041832LR,"£245,000",7/6/2022,FALSE,Leasehold,11
4190918|LAKE COURT|22,88593375LR,"£220,000",9/2/2016,FALSE,Leasehold,20
4190918|LAKE COURT|22,80429025LR,"£184,000",4/18/2011,TRUE,Leasehold,
865168|VALE HOUSE|5,20275936LR,"£325,000",7/8/2022,TRUE,Leasehold,
865299|1|,15726967LR,"£450,000",7/8/2022,FALSE,Freehold,592
865299|1|,80431029LR,"£65,000",4/19/2001,FALSE,Freehold,
1660775|SPELMAN COTTAGE|,15726937LR,"£315,000",7/11/2022,FALSE,Leasehold,29
1660775|SPELMAN COTTAGE|,80423892LR,"£244,950",8/29/2014,FALSE,Leasehold,-54
1660775|SPELMAN COTTAGE|,80423877LR,"£535,000",3/24/2011,FALSE,Freehold,
865334|6|,16041874LR,"£561,000",7/11/2022,FALSE,Freehold,18
865334|6|,80435196LR,"£475,000",2/12/2016,FALSE,Freehold,51
865334|6|,80435193LR,"£315,000",3/27/2013,FALSE,Freehold,
76335|84|FIRST FLOOR FLAT,94218039LR,"£280,000",6/28/2024,FALSE,Leasehold,65
76335|84|FIRST FLOOR FLAT,28912245LR,"£170,000",10/11/2007,FALSE,Leasehold,50
76335|84|FIRST FLOOR FLAT,28912173LR,"£113,000",8/12/2003,FALSE,Leasehold,71
76335|84|FIRST FLOOR FLAT,28912119LR,"£66,000",9/1/2000,FALSE,Leasehold,120
76335|84|FIRST FLOOR FLAT,28912065LR,"£30,000",5/15/1997,FALSE,Leasehold,
76336|171A|,94218042LR,"£300,000",6/28/2024,FALSE,Leasehold,12
76336|171A|,90306147LR,"£267,000",12/9/2019,FALSE,Leasehold,42
76336|171A|,28912632LR,"£188,500",10/28/2013,FALSE,Leasehold,26
76336|171A|,28912572LR,"£150,000",4/28/2006,FALSE,Leasehold,56
76336|171A|,28912485LR,"£96,000",5/17/2002,FALSE,Leasehold,129
76336|171A|,28912374LR,"£42,000",12/12/1997,FALSE,Leasehold,
76196|26|FLAT 3,21057514LR,"£325,000",6/28/2024,FALSE,Leasehold,63
76196|26|FLAT 3,28892244LR,"£199,950",10/13/2006,FALSE,Leasehold,
1428515|15A|,21057496LR,"£415,000",6/28/2024,FALSE,Leasehold,-2
1428515|15A|,28886040LR,"£425,000",10/19/2009,FALSE,Freehold,
"1004786|WESTCOMBE, 136|2",21331885LR,"£285,000",6/28/2024,FALSE,Leasehold,27
"1004786|WESTCOMBE, 136|2",28897695LR,"£225,000",12/12/2013,FALSE,Leasehold,
76376|32|,21874018LR,"£818,000",6/28/2024,FALSE,Freehold,37
76376|32|,54852122LR,"£596,000",8/30/2017,FALSE,Freehold,326
76376|32|,28917264LR,"£140,000",3/12/1999,FALSE,Freehold,
1004916|17C|,94218174LR,"£280,000",6/28/2024,FALSE,Leasehold,140
1004916|17C|,28952727LR,"£116,500",1/21/2002,FALSE,Leasehold,77
1004916|17C|,28952709LR,"£66,000",7/15/1999,FALSE,Leasehold,32
1004916|17C|,28952670LR,"£50,000",12/6/1996,FALSE,Leasehold,
76447|41|,21592000LR,"£755,000",6/28/2024,FALSE,Freehold,89
76447|41|,28926318LR,"£400,000",4/27/2011,FALSE,Freehold,7
76447|41|,28926294LR,"£375,000",5/31/2007,FALSE,Freehold,
1638624|40|FIRST FLOOR FLAT,22705999LR,"£207,000",6/28/2024,FALSE,Leasehold,
1004740|147|FLAT 4,94217898LR,"£355,000",6/28/2024,FALSE,Leasehold,
76182|6|,21057502LR,"£717,500",6/28/2024,FALSE,Freehold,395
76182|6|,28889598LR,"£145,000",4/8/1998,FALSE,Freehold,
76525|13A|,21057652LR,"£535,000",6/28/2024,FALSE,Leasehold,0
76525|13A|,21057655LR,"£535,000",6/28/2024,FALSE,Leasehold,23
76525|13A|,13835791LR,"£435,000",10/4/2018,FALSE,Leasehold,34
76525|13A|,28940487LR,"£325,000",6/25/2013,FALSE,Leasehold,
76252|13|,21873970LR,"£540,000",7/1/2024,FALSE,Freehold,104
76252|13|,28901064LR,"£265,000",4/25/2006,FALSE,Freehold,173
